	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_ATCACG_L005_-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_GATCAG_L004_-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_GGCTAC_L002_-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_TTAGGC_L007_.Y.Y-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_TTAGGC_L008_-sam-report.tsv	IDresults120110_UNC13-SN749_0142_BD0HK1ACXX_CGATGT_L005_.Y.Y-sam-report.tsv	IDresults120110_UNC13-SN749_0142_BD0HK1ACXX_CTTGTA_L006_.Y.Y-sam-report.tsv	IDresults120118_UNC12-SN629_0180_BC0BWMACXX_ACTTGA_L006_-sam-report.tsv	IDresults120118_UNC12-SN629_0180_BC0BWMACXX_TAGCTT_L007_.Y.Y-sam-report.tsv	IDresults120207_UNC10-SN254_0325_AC0C6MACXX_ATCACG_L005_.Y.Y-sam-report.tsv	IDresults120207_UNC9-SN296_0271_BC0CB8ACXX_ACAGTG_L002_.Y-sam-report.tsv	IDresults120717_UNC14-SN744_0245_AC0WYWACXX_ATCACG_L005_.Y-sam-report.tsv	IDresults120717_UNC14-SN744_0245_AC0WYWACXX_CTTGTA_L005_-sam-report.tsv	IDresults120723_UNC10-SN254_0372_AC0T70ACXX_TTAGGC_L001_-sam-report.tsv	IDresults120723_UNC10-SN254_0372_AC0T70ACXX_TTAGGC_L004_.Y-sam-report.tsv	IDresults120723_UNC10-SN254_0372_AC0T70ACXX_TTAGGC_L006_.Y-sam-report.tsv	IDresults130328_UNC10-SN254_0443_AD238RACXX_CTTGTA_L002_-sam-report.tsv	IDresults130513_UNC14-SN744_0340_BD250CACXX_GTGGCC_L008_.Y-sam-report.tsv	IDresults130814_UNC10-SN254_0487_AC2BD1ACXX_CAGATC_L006_.Y-sam-report.tsv
Patients	83b41d35-69b1-4218-be1a-8821d8a6899c	419deaac-ea45-4bdd-9fa0-b5cd8429b44f	ebedab7c-dd7c-448e-8324-78c86f13be8b	4dc5cffe-ed8c-47ab-b5fc-f9615b5414f7	556fcbc8-172a-4af1-8822-ae036e8d68e8	679a6869-2ce9-4472-8db1-8869e2c1a440	811b3950-36e7-485f-bc48-aca1eee2ddef	797a71ee-372d-41e5-aeee-5ab3c4661110	d17a5ab1-3789-4652-aff5-d8f4f2291f9c	f8780a4b-7f55-41d1-bf92-8513955d150e	5d54c742-5a8e-4c40-8d62-95e75e210ab8	2e85c30c-c4c4-4096-9eef-4eb2c7d991a3	31da07bb-6752-49a3-a7ea-5427c04a9458	7840aea9-40c4-473e-be33-8fa0b9f332c9	db52c68a-ed44-4ec4-9381-d75f9bcbc29a	d53eade8-a845-4252-aece-92f3573486a7	52fddd92-fa5e-4fac-8e44-e64c98c84f86	32efe5e2-e037-4547-8ead-619f61647639	acf6bdf3-6349-49dc-b99a-4eda648eeac5
ti|92900	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|1491471	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ti|1185751	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|522482	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0
ti|91630	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ti|63371	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|61273	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|1317044	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|13502	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	1
ti|64363	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	17
ti|62723	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ti|48096	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|398388	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|1156848	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|983972	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|5264	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|47431	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ti|321853	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|311118	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|1764083	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ti|173108	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|1294315	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	3	0
ti|1292971	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ti|861064	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1	0	0	0
ti|580084	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	2	1	0	0	0
ti|164418	0	0	0	0	0	0	0	0	0	0	0	19	0	4	0	3	0	0	0
ti|1198548	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ti|460514	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ti|1715617	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1056129	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	249	0
ti|337446	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
ti|4978	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|85935	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1699426	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
ti|85572	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ti|1500858	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|44080	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|56413	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1149909	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	4	0	2	4
ti|324620	0	0	0	0	0	0	0	0	0	0	0	1	29	0	0	0	0	0	0
ti|1077335	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ti|1123529	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	90
ti|658931	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ti|133398	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
ti|1246816	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1108850	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|416941	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ti|234815	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1213189	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	5	0
ti|471838	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ti|205604	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
ti|133179	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|94213	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ti|4829	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
ti|45792	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
ti|1582327	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1055551	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|76883	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
ti|1246192	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	2
ti|190609	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1176563	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
ti|759396	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
ti|1149925	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
ti|1094350	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ti|88839	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|311115	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|417187	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|90258	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1134040	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|33190	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1305966	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ti|132136	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
ti|4843	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ti|379053	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|27354	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1732061	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ti|658762	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ti|241238	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|213404	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|153913	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ti|138064	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1320352	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|532144	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0
ti|29875	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|88742	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|5278	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|430493	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|191512	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1305982	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ti|68803	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ti|57086	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ti|537813	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|133175	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1294305	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
ti|63384	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|336963	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ti|53937	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|284135	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|187266	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|372556	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
ti|270385	0	0	0	0	0	0	0	0	0	0	0	0.5	1	0	0	2	0	0	0
ti|883084	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|706581	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|67730	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|644223	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
ti|426418	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	9
ti|40563	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0
ti|337075	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1664761	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1390368	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|38945	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	31	1
ti|403076	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|169506	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|679546	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|415633	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ti|341454	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|337962	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|27315	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	573
ti|1603057	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|150206	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1308474	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|1294347	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0
ti|114787	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|859185	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
ti|859184	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
ti|859183	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
ti|859181	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
ti|859180	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
ti|467968	0	0	0	0	0	0	0	0	0	0	0	0	1.333333333	0	4	0	0	0	0
ti|196195	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0
ti|1007503	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0
ti|1644100	0	0	0	0	0	0	0	0	0	0	0	0	26	2	0	1	0	20	0
ti|687963	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	27
ti|420059	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
ti|276834	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	47
ti|332321	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|859943	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ti|304220	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1230398	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1051616	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
ti|1385769	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|49329	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|82102	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0
ti|203908	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0
ti|198662	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0
ti|190605	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	1	0
ti|265844	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|258900	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|49333	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ti|168916	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	9
ti|48021	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	352	0
ti|81925	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|324744	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1507925	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|131344	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
ti|1206344	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ti|1166709	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ti|1108068	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
ti|67700	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
ti|398869	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|287845	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|979673	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|574780	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ti|406842	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1130882	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|461311	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1149917	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1175319	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
ti|116051	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
ti|291647	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	26
ti|1136141	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ti|194907	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	4	0
ti|512483	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0
ti|1398926	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	4	0	0	0	0
ti|749443	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
ti|71967	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|244349	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1485682	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	30
ti|280143	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1542819	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1182545	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ti|565426	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|931580	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	13
ti|908477	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1246237	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ti|51660	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1294363	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|79591	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|49224	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ti|1289056	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|582605	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0
ti|979145	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
ti|1093898	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
ti|71933	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
ti|131346	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|181163	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0
ti|1317056	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0
ti|1317051	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0
ti|301713	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ti|179343	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ti|1235418	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|114525	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|67723	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	80
ti|473120	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
ti|300481	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1708508	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ti|1692170	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1519168	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1576551	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1358779	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|563467	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|450331	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|230306	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ti|189614	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1592319	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|132918	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|48250	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1160506	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1108050	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|948311	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|91671	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|45615	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|152312	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|696027	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0
ti|673990	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0
ti|467854	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0
ti|101091	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0
ti|1196395	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9
ti|588596	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ti|45788	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	10
ti|1200922	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
ti|911321	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ti|206542	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ti|745704	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ti|267694	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ti|160928	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ti|324741	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ti|679177	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ti|109902	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ti|56484	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ti|929564	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
ti|264926	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ti|1564950	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ti|1356010	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	15
ti|1281308	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ti|44082	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ti|109889	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0
ti|1485251	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ti|139175	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4
ti|1027818	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ti|198668	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ti|492495	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0
ti|1748397	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0
ti|172198	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0
ti|148335	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0
ti|1230083	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	1
ti|247144	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.5	0	0	2	0
ti|406824	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0
ti|403073	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0
ti|1293511	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ti|467868	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ti|703502	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ti|468037	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ti|72027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
ti|40658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ti|1321915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|1685403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|64499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|270180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|135778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ti|1538653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|271299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|1775593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|1117310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|1188814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	28
ti|53660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
ti|88645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|310469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|81044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
ti|1333997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
